id,text,prediction,label,error_type,experiment,lang,mwe,mwe_pattern
16644,"Aaron and his wife, Billye, began the Hank Aaron Chasing the Dream Foundation in 1994. It set out to award scholarships to 755 recipients, a number equal to Aaron’s home run total, although that has since been far surpassed. The foundation has since been transformed into the “44 Forever” program, which honors Aaron’s jersey number, runs in perpetuity and provides 44 members of the Boys & Girls Clubs of America scholarships worth up to $2,500 apiece each year.",1,0,false_positive,MB3,en,home run,NOUN-NOUN
17881,"O prefeito estava acompanhado dos secretários municipais de Educação, Adriano Naves de Britto, e da Saúde, Pablo Stürmer, e participaram das atividades que acontecem na instituição de ensino desde o começo desta semana. “O Colégio Militar tem uma estrutura diferenciada, com muito mais recursos financeiros, de estrutura, capacidade técnica e disciplina para que possa servir como modelo dentro da pandemia da Covid-19. Vamos fazer uma avaliação dos protocolos para vermos o que é viável no restante das redes pública e privada”, afirmou. Os estudantes, que ainda estão assistindo às aulas exclusivamente no ambiente virtual, foram convidados para palestras de orientação quanto ao combate à Covid-19 no retorno definitivo, marcado para o dia 13 de outubro. ",1,0,false_positive,MB3,pt,,
18549,"Delatores premiados da Justiça testemunharam ao Ministério Público que Vizcarra recebeu pelo primeiro projeto 1 milhão de sóis (US$ 270 mil) e, pelo segundo, 1,3 milhão (US$ 350 mil), pagos pelas empresas de construção Obrainga e Iccgsa, respectivamente. Durante a primeira audiência do pedido de prisão preventiva, Vizcarra defendeu sua inocência e disse que se sentia ""como um bode expiatório"" do Ministério Público, dada a lentidão em processar os envolvidos nos casos Odebrecht e ""Clube da Construção"", como ficou conhecido um grupo de construtoras que pagaram propinas para ganhar licitações de obras públicas no Peru. Ele também disse que o Ministério Público ""vazou o depoimento de um aspirante a delator premiado fora de contexto e incompleto"", e que o conteúdo foi usado pela oposição no Congresso para realizar sua destituição como presidente do país.",1,0,false_positive,MB3,pt,bode expiatório,NOUN-ADJ
19655,And the importance of these furry companions will probably grow over time because of heightened pet ownership among millennials. The refrigerated pet food market is expected to expand at a compound annual growth rate (CAGR) of 15% until 2026. Freshpet is an excellent way for investors to buy into this trend because of its market dominance and rapidly expanding production capacity.,1,0,false_positive,MB3,en,food market,NOUN-NOUN
19987,"The companies in the frozen food industry package and distribute their products through various distribution channels to both individual customers and commercial establishments. The frozen food market is segmented into frozen fruit, juice, and vegetable and frozen specialty food. Asia Pacific was the largest region in the global frozen food market, accounting for 40% of the market in 2020.",1,0,false_positive,MB3,en,food market,NOUN-NOUN
20073,"At the time Aaron's induction percentage was the second highest in baseball history to Ty Cobb. During his pursuit of Babe Ruth's home run record, Aaron faced jeers from the crowds, hate mail and even death threats as White Americans were outraged that a Black man was breaking Ruth's record. Aaron refused to let the negativity bother him on the way to the home run record, but felt that Braves fans were either indifferent or hostile to him as he closed in on Ruth's record.",1,0,false_positive,MB3,en,home run,NOUN-NOUN
21179,"Exaeris AcquaTap Portable enough for a camping trip or RV, the AcquaTap can pull 5 gallons of water per day from the air. By 2030, the Earth’s population is expected to be around 9 billion, as humanity swells to flood every bit of dry land across the planet. The world will require 40% more fresh water than it has today, according to the 2030 Water Resources Group.",1,0,false_positive,MB3,en,dry land,ADJ-NOUN
22092,"The Nakayama Scholars Program will help Duke fulfill its mission to produce graduates who can be committed citizens of the world,"" said Duke President Vincent Price. I'm excited that this program will add to our ability to inspire students to consider public service and give them opportunities to change lives and benefit communities, both local and global. I am grateful to the Nakayama family for their support, and to the members of the advisory committee for their guidance in bringing this vision to life.""",1,0,false_positive,MB3,en,public service,ADJ-NOUN
22380,"O Governo do Estado, por meio da Secretaria de Estado de Assistencia Social e Cidadania (Setasc-MT), doou nove mil cestas basicas para o municipio de Varzea Grande. Os kits com alimentos e produtos de higiene e limpeza fazem parte do programa do Vem Ser Mais Solidario, liderado pela primeira-dama Virginia Mendes, que fez a entrega pessoalmente a primeira-dama do municipio, Kika Dorileo. A entrega simbolica dos alimentos foi realizada na manha desta quarta-feira (07.04).",1,0,false_positive,MB3,pt,primeira-dama,NOUN
23700,"Juntos somos mais forte"", afirma. Segundo Marcia Pinheiro, a iniciativa foi desenvolvida pelo Nucleo da Primeira-dama  da capital que usou para embasamento referencias de açoes solidarias registradas em todo territorio nacional. Temos que replicar açoes desse porte.",1,0,false_positive,MB3,pt,,
23888,"Indeed, it is not too much of a stretch to suggest that the continuing story of trout in America--native and introduced, threatened and thriving--is a fair reflection of our own restless history, with its marathon migrations, its paroxysms of prejudice, its well- intentioned blunders and its reassuring urge to set those blunders right again. Before we get into that, let us return to the invasive species that launched this fish story. It began, suitably, with a fishing trip.",1,0,false_positive,MB3,en,fish story,NOUN-NOUN
25205,"On Wednesday evening, police were sent to investigate a car crash at the Crocker-Detroit intersection. A car had rear-ended another vehicle, causing a chain reaction of crashes, a police spokesperson said. All three cars involved in the accident had to be towed.",1,0,false_positive,MB3,en,chain reaction,NOUN-NOUN
25342,"Firearms expert Phil Sheridan, who is CEO of Sheridan Arms in Saginaw Township, said everyone should take extreme precautions with guns and explosives “versus lighting the fuse and hoping for the best.” Sheridan said any number of variables could have set the deadly chain reaction into motion. Simply loading the wrong type of gunpowder, loading too much gunpowder in there can take an open ended cannon and turn it into a bomb,” he said.",1,0,false_positive,MB3,en,chain reaction,NOUN-NOUN
30875,"A volta em Belo Horizonte (MG) também foi barrada pela Justiça (mais informações nesta página). Em Brasília, o colégio militar retomou atividades na mesma data das escolas privadas, dia 21.  Professora de História e coordenadora na escola da seção do Sindicato Nacional dos Servidores Federais da Educação Básica, Profissional e Tecnológica (Sinasefe), Valéria Fernandes afirma que o protocolo contra a covid-19 é insuficiente.",1,0,false_positive,MB3,pt,colégio militar,NOUN-ADJ
31599,"A convoy of fourteen classic police vehicles, dating back to 1948, travelled from Hampton Court through central London to their new home at Hendon today. The classic motors included a 1948 Wolseley and a 1970 Morris Minor 1000 Panda car. The vehicles were moved because the Hampton Court Traffic Garage is being closed.",1,0,false_positive,MB3,en,,
32511,"At what should have been the pinnacle of his long career in baseball, Henry Aaron was getting bags of hate mail — many containing death threats — and living in a storage room at the stadium, accompanied by bodyguards when he ventured out. It was 1973, the country remained divided along racial lines, and Aaron, a Black player for the Atlanta Braves, was closing in on Babe Ruth’s holy career record of 714 home runs. To some, it was sacrilegious that a Black man would threaten the record of the immortal Babe.",1,0,false_positive,MB3,en,home run,NOUN-NOUN
33051,"Place on board; pat dry with absorbent paper. Position rice paper in diamond shape; place chicken slice vertically down centre of rice paper, top with capsicum, sprouts, mint and coriander. Fold bottom corner over filling; roll rice paper from side to side to enclose filling.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
35609,"To assemble your rolls, prepare the rice paper as per its instruction on the packaging. Place your wet rice paper sheet on a ceramic plate or wooden board. Keeping to ⅓ of the sheet, add herbs, vegetables, mango, a piece of nem nướng removed from its skewer and a fried rice paper stick.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
37172,"Allen Robert Delay, 51, of Lewiston, Montana, was paddling an inflatable kayak Thursday in the Wahweap Bay area of Lake Powell near the Arizona border when high winds knocked him overboard about 1:49 p.m., said Cynthia Sequanna, a National Park Service spokeswoman assigned to the Glen Canyon National Recreation Area. Delay was not wearing a life vest, she said. Multiple agencies reported to emergency calls and searched unsuccessfully for Delay in the high winds.",1,0,false_positive,MB3,en,life vest,NOUN-NOUN
39232,"While the color palette stays vibrant throughout the exhibition, McCloud balances the softness of fruits with heavier subject matter; other paintings in the series depict migrant boats and images of the refugee crisis in the Mediterranean. The migrants from Libya are going on a boat without a life vest, knowing that the percentage of failure rate is high. At the same time it's a better decision for them,"" he says.",1,0,false_positive,MB3,en,life vest,NOUN-NOUN
39708,"Major, 3, foi adotado pela família Biden em novembro de 2018 e celebrado por ser o primeiro cão de abrigo a viver na Casa Branca. Já Champ, também da raça pastor alemão, tem aproximadamente 13 anos. Ambos se mudaram para a Casa Branca em janeiro e foram os primeiros pets no local desde Bo e Sunny, da família Obama.",1,0,false_positive,MB3,pt,pastor alemão,NOUN-ADJ
39993,"A direção também afirmou que está fazendo tudo ""conforme os protocolos sanitários"". A Prefeitura de Belo Horizonte informou que ""a questão já está judicializada e o Município aguardará a manifestação da Justiça diante do posicionamento do Colégio Militar"". De acordo com a Justiça Federal, ainda não houve recurso.",1,0,false_positive,MB3,pt,,
40289,"Fill a wide, shallow dish with cold water. Working with 1 at a time, dip a rice paper wrapper into water, submerging it until just flexible, about 5 seconds. Wrapper will become softened and more fragile a few seconds after being taken out of the water, so don't soak too long.)",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
41459,"Investigators say Margaret Mary Healy had stopped her Mitsubishi Outlander at a traffic signal at North Dixie Highway and East Copans Road at about 10 a.m. when a Ford Explorer SUV sideswiped her. The impact pushed Healy's car forward and started a chain reaction that impacted four other cars that had stopped at the signal. Paramedics took Healy to a hospital, where she died, BSO said.",1,0,false_positive,MB3,en,chain reaction,NOUN-NOUN
43092,"O Tadeu me ajuda muito. É uma espécie de braço direito."" Ligado diretamente à imagem do Fluminense, time em que foi quatro vezes campeão estadual e também brasileiro, Delei tem uma trajetória relacionada às fundações de auxílio a ex-atletas e sindicatos de jogadores.",1,0,false_positive,MB3,pt,braço direito,NOUN-ADJ
43457,"In Vietnam, Bui explained, diners even roll their own summer rolls (goi cuon) which requires no small amount of dexterity. The wrappers are round sheets of rice paper which are ever so briefly dipped in water so they become pliable but not gummy. Once a wrapper is laid at on a work surface, you’ve got only seconds before it becomes too sticky to work with.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
45156,"These boxes hide fluorescent fixtures to give you an updated look in any room. For a more temporary solution, rice paper can be fashioned into a cover for any fluorescent light, essentially acting as a lamp shade. Affix rice paper to a frame made out of wood or wire to cover the fixture.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
45707,"Over six seasons, these challenges have gotten much more complex. The original course required players to start at Smuggler’s Bay, go to Golden Sands Outpost and drink some grog (without dying at the hands of other pirates), head to a nearby fortress and touch dry land, visit the Ferry of the Damned by dying with their crew, and then go back to Smuggler’s Bay. Newer challenges are much more sadistic.",1,0,false_positive,MB3,en,dry land,ADJ-NOUN
46212,"You end up with a dish that's similar to an egg roll, but without the frying – sort of a healthful ""sandwich to go."" The rice paper is so thin you can literally see inside, and one look will tell you that everything in there is healthy and good for you,"" says Pham. One thing you generally won't find much of in Vietnamese food is fat, Pham says.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
48468,"Born in Shichuan, China on May 22, 1962, Zhuang went on to study at the SiChuan College of Fine Arts in China and the Academy Minverva in the Netherlands. He makes his work with many traditional Chinese materials, including ink, rice paper, porcelain, and wood. About his work, ""you see the flowers, it's like you are looking at them from the sky,"" Zhuang has said.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
50522,"“Já tivemos muita paciência. Foram muitos protocolos, pedidos, reportagens, inclusive na TV, e até agora o poder público segue fazendo vista grossa às condições dos ônibus superlotados”, afirmou por meio de assessoria de imprensa o presidente do Sindmotoristas, José Valdevan de Jesus Santos (conhecido como o Valdevan Noventa). O presidente do Sincoverg (Sindicato dos Trabalhadores Rodoviários de Guarulhos), Orlando Maurício Júnior disse, no início da tarde desta segunda, que os motoristas e trabalhadores da cidade também irão aderir à paralisação, em entrevista ao portal Agora.",1,0,false_positive,MB3,pt,vista grossa,NOUN-ADJ
51040," A prefeitura de Porto Alegre divulgou, nesta quarta-feira (16), um projeto-piloto junto ao Colégio Militar da Capital para a retomada das aulas na instituição.  Segundo o Executivo, os detalhes para o retorno foram alinhados em uma reunião nesta quarta entre a prefeitura, as secretarias municipais de Saúde e Educação, integrantes do Colégio Militar, como o coronel Saul Marques Machado Júnior, comandante da instituição, e a equipe de saúde do Comando Militar do Sul. Na terça-feira (15), o Colégio Militar havia divulgado que as aulas seriam retomadas na próxima segunda-feira (21).",1,0,false_positive,MB3,pt,,
53616,"Mas infelizmente, nem sempre funciona. Rusty, uma mistura de pastor alemão com catahoula, já passou por uma longa trajetória desde que foi mandado para um abrigo no Texas pelo seu pirmeiro dono, que alegou que ele era muito agitado. Depois de dois meses no abrigo, o mandaram para outro lugar em Idaho, onde Rusty ficou mais dois meses, mas foi mandado de volta ao abrigo, pois era muito temperamental e não se dava bem com outros cachorros.",1,0,false_positive,MB3,pt,pastor alemão,NOUN-ADJ
57232,"It’s not truly amphibious, but it has been known to live out of water for several days at a time – provided its skin doesn’t dry out too much. That’s a throwback to one of the most important steps in evolutionary history, when the first animals crawled out of the oceans onto dry land during the Devonian period, some 420 million years ago. The Australian lungfish is one of the closest living relatives to those pioneering sea creatures, and because it’s remained largely unchanged by evolution for well over 100 million years, its genome potentially preserves insights into that key period.",1,0,false_positive,MB3,en,dry land,ADJ-NOUN
57833,"If your partner has a sweet tooth and loves pastel colours, the Butterfly Bouquet ($48) from Cotton Dreams will be right up their alley. Each bouquet comes with seven transparent baubles filled with cotton candy in assorted flavours, including grape, strawberry and White Rabbit candy. A more extravagant option would be the Butterfly Queen ($118) which comes with 14 baubles.",1,0,false_positive,MB3,en,cotton candy,NOUN-NOUN
58063,"There are times I just sit and watch the deer, fox, and other animals. I go fishing sometimes in the ice- skating pond and have caught a 12-inch bass (this is not a fish story). I guess I was just plain angry that ""my land"" was going to be destroyed and that it was one more insult to the environment.",1,0,false_positive,MB3,en,fish story,NOUN-NOUN
59573,"This peanut sauce could also be used as a dip for rice paper rolls. Wet some rice paper in hot water for a few minutes, then lay it on a cutting board and start adding your fillings horizontally. Options could include chopped raw veggies such as carrots, cucumber, lettuce, cilantro, and green onion.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
59782,"A McAfee recomenda que os usuários não confiem em um app só porque ele está na Play Store. E que desconfiem de mensagens dizendo que uma ""atualização"" de um app é necessária, já que no Android as atualizações são feitas automaticamente pela Play Store em segundo plano, sem intervenção manual do usuário. Antes de instalar um app, leia sua descrição, o nome do desenvolvedor, a nota e as avaliações deixadas por outros usuários.",1,0,false_positive,MB3,pt,segundo plano,ADJ-NOUN
61705,"The police Waterwing and K9 units as well as rescue services resulted in six people being rescued from the Rietspruit dam area after becoming trapped in their homes. A SA Air Force Oryx helicopter was also activated to hoist an elderly couple to dry land on Saturday morning, said Netcare 911. This was after emergency workers were unable to successfully move them after they had been stranded at their home.",1,0,false_positive,MB3,en,dry land,ADJ-NOUN
62131,"For a more temporary solution, rice paper can be fashioned into a cover for any fluorescent light, essentially acting as a lamp shade. Affix rice paper to a frame made out of wood or wire to cover the fixture. This can be attached to the ceiling, wall or even to the fixture itself, depending on what best suits your needs.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
62170,"Aaron reached his career numbers by being remarkably consistent and never spending a day on the disabled list. He is the only player to hit at least 30 home runs in 15 seasons and is one of only four players to produce at least 17 seasons with 150 or more hits. On Aug. 1, 1982, Aaron was inducted into the Baseball Hall of Fame in Cooperstown, New York, having received 97.8% of the votes cast by baseball writers, far exceeding the 75% necessary for election.",1,0,false_positive,MB3,en,home run,NOUN-NOUN
64551,"And God said, Let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so. And God called the dry land Earth; and the gathering together of the waters called he Seas: and God saw that it was good. And God said, Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the earth: and it was so.",1,0,false_positive,MB3,en,dry land,ADJ-NOUN
65936,"E é claro aproveitou a parada para conversar e orientar Léo Gil. Após o jogo, o português de uma pequena amostra de seu sangue quente.  Entrou em campo para reclamar e cobrar o árbitro Caio Max Augusto Vieira. ",1,0,false_positive,MB3,pt,sangue quente,NOUN-ADJ
66650,"In 1998, Blackmarr's collection of documents and photographs was sold off at the Dunnings Auction House in Elgin, Illinois, for $50,000.) It's not hard to imagine the survivors, many having seen their loved ones go into the water as the ship sank, bewildered by what they had witnessed, overwhelmed to find themselves alive and standing on another ship's dry, level deck, stripping off their life vests and dropping them where they stood. But Dr. Blackmarr, who later lectured about the tragedy, knew that some physical relic should be taken away that might tell the story, in addition to the firsthand accounts he had transcribed.",1,0,false_positive,MB3,en,life vest,NOUN-NOUN
69688,"He adds, “I learned how good teamwork can combine so many different thoughts in one and make things really happen. You start with one single sketch, pencil on rice paper, then it moves into the complicated 3D animation then back into the very basic 2D hand drawing. I was told that this process was never done before!”",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
70336,"They even bought toys and clothes for other charities in North Texas. That chain reaction eventually made its way to Reeder. Because of him, an organization called Rock Music Education, or Rock-ME, will deliver a guitar just in time for a little boy’s Christmas.",1,0,false_positive,MB3,en,chain reaction,NOUN-NOUN
70557,"A instituição de ensino afirma que todos os alunos receberam instruções sobre as regras e protocolos sanitários de segurança a serem cumpridos e que todas as atividades serão realizadas com a obrigatoriedade do uso de máscara e com o distanciamento entre os alunos.  No dia 28 de janeiro, a direção do Colégio Militar encaminhou aos pais dos alunos um pedido de autorização para realizar o teste de coronavírus nos estudantes.  O comunicado informa ainda que os professores e trabalhadores do setor administrativos também serão examinados.",1,0,false_positive,MB3,pt,,
70692,"Agora, o treinador fará trocas conforme necessidades específicas de cada confronto: desgaste, lesões, cartões ou características dos adversários. A ideia de mexer muito de uma única vez foi deixada em segundo plano.  Por isso, apesar de o Juventude ter feito campanha inferior até o momento, o Inter entende que o adversário será mais um bom teste.",1,0,false_positive,MB3,pt,segundo plano,ADJ-NOUN
72240,"The White Rabbit candy is a white, soft chewy candy that originated from Shanghai in 1943. The candy itself is wrapped in a thin, edible layer of sticky rice paper that's meant to be eaten as a whole. While the original vanilla flavour remains the popular one by far, new flavours such as chocolate, coffee, coconut, strawberry and mango have been added as well.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
72644,"I only have two at the moment but they light up my life… To the untrained eye, the HAY rice paper shade, now selling in three sizes, looks remarkably similar. Despite this, the lamp retails for between £25 to £39 (depending on size), which makes the most expensive version 22 times more expensive than the Ikea Regolit.",1,0,false_positive,MB3,en,rice paper,NOUN-NOUN
72868,"It's not all high-performance police cars.   Let us pause and reflect that one poor force resorted to Austin Allegro panda cars.  We imagine many thieves getting away on foot, out-pacing BL's mid-sized hatchback.",1,0,false_positive,MB3,en,panda car,NOUN-NOUN
73684,"Ele insiste, treina, se dedica no dia a dia, mas ainda não foi dessa vez que Lucas Strabko, o Cartolouco, conseguiu convencer o técnico Sandro Sargentim a fazer sua estreia com a camisa do Resende. Assim, aproveitou mais uma semana de preparação da equipe para gravar novo episódio de sua websérie, agora como o braço direito do treinador em “Um dia como auxiliar- técnico”. Após derrota para o Boavista, pela 8ª rodada do Campeonato Carioca, o Gigante do Vale teve uma semana livre para se preparar para a partida contra o lanterna Macaé.",1,0,false_positive,MB3,pt,braço direito,NOUN-ADJ
73872,"Also, rising disposable income and changing lifestyle serve as major factor behind the growth of the Global Paleo Food Market. Additionally, the growing food and beverage sector and introduction of new products are going to drive the paleo food market in the coming years. Paleo food or paleolithic diet typically includes fruits, nuts, roots, vegetables and meat while excluding foods such as dairy products, grains, sugar, legumes, processed oils, salt and alcohol or coffee.",1,0,false_positive,MB3,en,food market,NOUN-NOUN
74020,"It didn't seem to give a damn about the Braves, and it seemed like the only thing that mattered about the home run record was that a nigger was about to step out of line and break it."" Because of the pressure and racial backlash, Aaron biographer Howard Bryant told National Public Radio the historic home run was ""not a happy moment at all."" Aaron said he kept some of the hate mail he received to remind him of the reality of racism.",1,0,false_positive,MB3,en,home run,NOUN-NOUN
77031,"He plumbs its depths as he contemplates notions of home and belonging, lack and bounty, destruction and guardianship. He knows its history, its contours, its moods and its seasons, from its banks as well as its center, whether he's in waders, casting for shad or angling for smallmouth bass, or in a life vest, launching his kayak. The Susquehanna is companion, teacher and muse.",1,0,false_positive,MB3,en,life vest,NOUN-NOUN
77456,"Detroit e Chicago unem forças no último single de Tee Grizzley, “Never Bend Never Fold”, com G Herbo. Implantando 808s impactantes, combinados com conteúdo lírico audacioso, Tee e Herbo retornam às suas raízes na faixa de sangue quente enquanto a dupla estabelece uma linha com suas letras entre eles e outros rappers do jogo. Embora este lançamento sirva como a primeira colaboração oficial da dupla, ele vem na sequência do último lançamento de Tee, “White Lows Off Designer”, onde ele se juntou a outro nativo de Chicago e colaborador frequente, Lil Durk.",1,0,false_positive,MB3,pt,sangue quente,NOUN-ADJ
78485,"For the next several miles, flowers are what it's about. Unless you are a flower child born and bred, there will be many a flower you can't name … each one prettier than the next. Mile 12: Up top and entering the White River National Forest.",1,0,false_positive,MB3,en,flower child,NOUN-NOUN
79515,"Public service is the backbone of local and state government. This committee is where proposed legislation affecting public service our citizens rely on is vetted and shaped and I look forward to working on meaningful legislation that benefits Tennessee taxpayers.” Rep. Helton will serve as a member of the House State and Local Committees, the House Health Committee and the Cities Subcommittee.",1,0,false_positive,MB3,en,public service,ADJ-NOUN
79693,"The Public Service Association welcomes the creation of a Chief Executive role to lead the public service’s pay equity work, and the appointment of Grainne Moss to this position. Unions and public service employers are currently working through multiple pay equity claims. The appointment of one leader to oversee this work across the state sector will assist with the delivery of equal pay and the elimination of pay discrimination,"" says PSA National Secretary Kerry Davies.",1,0,false_positive,MB3,en,public service,ADJ-NOUN
83166,"E os negocios que dependem dos estrangeiros talvez nao consigam sobreviver. A Extragreen Holidays, que oferecia passeios em mandarim e tinha nos clientes chineses cerca de metade de sua clientela, despachava de 16 a 20 onibus por semana para a Great Ocean Road durante a alta temporada. Agora, se for um dia de sorte, fazemos um tour de um dia por semana, com menos de dez pessoas"", disse Tom Huynh, gerente geral da Extragreen.",1,0,false_positive,MB3,pt,alta temporada,ADJ-NOUN
83302,"A father with two young children has been reported for breaching coronavirus restrictions after needing rescuing from a beach on Anglesey. The family had become stranded after becoming cut off from dry land when waters began rising at Llanddwyn Beach on Wednesday afternoon. The man, from Anglesey, and his children, aged eight and 12, had taken a lunchtime trip to the beach while flood warnings were in place due to Storm Christoph.",1,0,false_positive,MB3,en,dry land,ADJ-NOUN
84759,"The Rover is part of a small collection of historic police vehicles kept at the Met’s Hampton traffic garage. It includes the three cars we've come to see: a Rover P6 3500S, Morris Minor panda car and a Wolseley 18/85 in a unexpectedly stripped-down state. Once this building, the first traffic garage built by the Metropolitan police in the 1930s, was buzzing with patrol cars and had busy workshops fettling the fleet.",1,0,false_positive,MB3,en,panda car,NOUN-NOUN
85197,"A necessidade de exercícios varia de quantidade conforme a raça e a idade. Como exemplo, pastor alemão e labrador retriever tendem a ter bastante energia, demandando exercícios mais intensos e por mais tempo. Segundo o adestrador Anderson Alcantara, coordenador do DayCare do Cachorródromo em São Paulo, os cães são animais que costumavam percorrer grandes distâncias em busca de alimentos.",1,0,false_positive,MB3,pt,pastor alemão,NOUN-ADJ
86375,"O achado foi publicado nesta quarta-feira (21), na revista acadêmica Monthly Notices of the Royal Astronomical Society. Os autores da pesquisa apelidaram o buraco negro de “O Unicórnio”, devido à sua raridade e pelo fato dele estar localizado na Constelação de Monoceros, que também é chamada popularmente pelo nome do animal mitológico. Anel de poeira na órbita de Vênus é visto por completo pela primeira vez",1,0,false_positive,MB3,pt,buraco negro,ADJ-ADJ
87847,"He was unable to eat in restaurants or stay in hotels with his white teammates and was subjected to taunts and racial slurs, not only from fans but fellow ballplayers as well. He dealt with it all in the way he knew best, batting.362 with 22 home runs and 125 RBIs, earning the league’s most valuable player award. He went to spring training with the major league club in 1954 and, after having played in the infield all his life, was moved to the outfield.",1,0,false_positive,MB3,en,home run,NOUN-NOUN
87935,"His historical knowledge on the matter stretches back even farther. For every foot of island that has disappeared under water over the decades and centuries, dry land has emerged elsewhere, he said. Just up the road from those broad beaches that once commanded the south end oceanfront, high tides crept right up to The King and Prince Resort hotel on Ocean Boulevard, Fendig recalls.",1,0,false_positive,MB3,en,dry land,ADJ-NOUN
