id,text,prediction,label,error_type,experiment,lang,mwe,mwe_pattern
59971,"Probably the only real way, come to think of it. He also had a very bad hat. It was a grey homburg.",1,1,true_positive,MB3,en,bad hat,ADJ-NOUN
18743,"To identify and track dust storms, the researchers used state- of-the-art algorithms to determine where they formed, their frequency and duration, and their spatial extent. The researchers found a link between intensifying Shamal winds in the north and the formation of extreme dust storms in the Arabian Peninsula. These strong winds transport fine particles from the surrounding desert to the region, leading to thick clouds of dust that can reach altitudes of up to four kilometers above sea level and last for three days or longer.",1,1,true_positive,MB3,en,dust storm,NOUN-NOUN
75731,"She moved with her brother to live with a new family while they were dance training, she often performs with a partner and she’s known for sweet nature. There was a moment when host Craig Robinson called out ‘Hey Julianne’ to Cotton Candy, she instantly turned her head in response. However, that definitely didn’t sound like her voice when Cotton Candy said Team Player.",1,1,true_positive,MB3,en,,
67549,"I think many of the requests came from businesses."" Bow Tie will also be offering a ""private party"" option in two of the location's 11 auditoriums. Under that option, people can rent the theater for a private screening of any of a number of movies, new and old, with the price ranging from $99 to $199, depending on the movie.",1,1,true_positive,MB3,en,,
74631,"FHM Insurance Services and FHM Insurance Company will remain domiciled in Florida. FHM Insurance Company’s operations, commitment, and high level of service to our agents and policyholders will continue with the added strength, stability and management experience of LUBA Workers’ Comp,” said Matthew Lupino, Vice President of Business Development of FHM Insurance Company. The LUBA team brings 30 years of workers’ compensation experience to FHM Insurance Company and the Florida market.”",1,1,true_positive,MB3,en,,
92901,"Dries slightly powdery, musky soapy soft floral. I love this one because Sex Bomb was one of my favorite bath bombs so it's great to have this in a sprayable format. I'm obsessed with the head shop vibes from this.",1,1,true_positive,MB3,en,,
42940,"The firm added that following the appointment of Calamita, acting chairman and CEO Robert Payment has resigned from the company. Concurrently with the appointment of Calamita as a director, World High Life said it has agreed with the vendors of Love Hemp that the settlement of the final deferred consideration of £2mln will be satisfied by the issue of around 133mln shares in World High Life at a price of 1.5p each rather than in cash. The first tranche of 68mln shares will be allotted immediately while the remaining 65mln will be allotted by June 30, 2021.",1,1,true_positive,MB3,en,,
21565,"The US Department of Defense affirmed that the Deputy Prime Minister has exerted relentless efforts to promote stability and prosperity in the region and resolve the Gulf dispute. The Department of Defense Medal for Distinguished Public Service is the highest honorary award bestowed by the US Department of Defense to national figures and political and military figures in foreign governments. The medal was adopted in 1947 and recognizes the exceptionally distinguished service of significance to the Department of Defense as a whole, or service of such exceptional significance.",1,1,true_positive,MB3,en,,
48053,"No Dia Internacional da Democracia, videoaulas, palestras, podcasts e textos disponíveis nos acervos da Universidade trazem diferentes olhares sobre esse regime político Data instituída pela Organização das Nações Unidas (ONU) em 2007, o Dia Internacional da Democracia, em 15 de setembro, é uma oportunidade de se debater e refletir sobre o regime político presente na maioria dos países ocidentais, que passa atualmente por várias tensões e crises. Construída com base na inclusão, na igualdade de tratamento e na participação, a democracia é considerada pelas principais organizações internacionais um alicerce fundamental para a paz, o desenvolvimento sustentável e os direitos humanos.",1,1,true_positive,MB3,pt,regime político,NOUN-ADJ
61637,"Redação Central, 18 jul (EFE).- O momento em que os ancestrais dos mamíferos começaram a ter sangue quente foi, até agora, motivo de debate entre os especialistas, mas uma nova pesquisa assegura que essa mudança aconteceu no período Permiano Superior, ou seja, há entre 252 e 259 milhões de anos. Uma equipe internacional de cientistas realizou uma análise de datação em 90 fósseis e isto permitiu comprovar que as espécies de sangue quente surgiram em nossa linhagem durante o Permiano Superior, segundo um comunicado do Centro Nacional de Pesquisa Científica (CNRS, sigla em francês) na França. O surgimento do sangue quente teria favorecido a sobrevivência desses animais durante a extinção registrada no período Permiano-Triássico, datada há 252 milhões de anos, segundo o estudo que foi publicado nesta terça-feira pela revista ""eLife"".",1,1,true_positive,MB3,pt,sangue quente,NOUN-ADJ
30317,"She attended her first creative writing course, led by BBC Executive Producer Kate McAll and novelist Patricia Duncker, as the recipient of a BBC/Ty Newydd bursary in 2010. Her début novel, The Rice Paper Diaries, published in 2013, was longlisted for the Authors’ Club Best First Novel Award and won the Wales Book of the Year Award 2014 for Fiction. You must enable JavaScript to play content",1,1,true_positive,MB3,en,,
82087,"When Garland shared this discovery with me in the 1960s, the thrill of discovering the identities of Portsmouth's early builders and the details of their work set me on a lifelong quest to research the architectural history of the Piscataqua region. Publication of the Athenaeum's brief sesquicentennial history in 1966 focused new attention on the history of the building and on the documentary value of the New Hampshire Fire and Marine Insurance Company bills that Garland had brought to light with the opening of the vault in 1949. These bills provided the names of each artisan or company that had supplied labor or materials for the insurance company's building.",1,1,true_positive,MB3,en,insurance company,NOUN-NOUN
1707,"Warren voluntarily went with that deputy to the hospital that night but declined to stay at the hospital for further treatment. When the family called for another mental health check the next day, a police officer was dispatched. According to Merritt, the family wanted a mental health deputy again, rather than a police officer.",1,1,true_positive,MB3,en,health check,NOUN-NOUN
78093,Plant-based food has become a part of the mainstream culinary world. It’s exciting to be leading this conversation at Flower Child. We work hard to maintain consistency and quality throughout the seasons.,1,1,true_positive,MB3,en,,
82027,"In order to avoid injury, I ask the general public to listen to MDA recommendations, and to pay attention to the most vulnerable populations - the elderly, children, and babies - and to drink more and to stay in shady and air-conditioned areas."" Temperatures nationwide have reached record highs during the sudden dust storm. Overnight, lows in the Dead Sea area and the Arava reached as high as 35C (95F); in the Emek Yizrael area, 29C (84.2F); in the coastal region, 28C (82.4F); 27C (80.6F) in the northern Negev; and 29C (84.2F) in the Sea of Galilee (Kinneret) area.",1,1,true_positive,MB3,en,dust storm,NOUN-NOUN
15496,These findings demonstrate the conditional nature of many of the relationships between specific childhood experiences and later violence and criminality. Other childhood experiences identified as affecting subsequent violent behavior and criminality among persons with mental disorder relate to childhood abuse. Mixed results have been found regarding the association of serious physical abuse as a child and violence in adulthood among mental health patients.,1,1,true_positive,MB3,en,mental disorder,ADJ-NOUN
74277,"The tropical climes and beautiful beaches make for a very dreamy place for a holiday indeed. If you’re planning your next getaway or looking for a bit of inspiration, here’s a quick travel guide full of things you should know about Guadeloupe. Guadeloupe is a group of islands – some inhabited and some not – in the Caribbean.",1,1,true_positive,MB3,en,travel guide,NOUN-NOUN
92535,"A rainha Elizabeth II participou neste sábado de uma cerimônia militar reduzida, marcada por medidas de distanciamento social devido ao coronavírus, no castelo de Windsor, para comemorar seus 94 anos. O aniversário da monarca, em 21 de abril, geralmente é celebrado em junho em Londres com um grande desfile militar, na chamada ""saudação das cores"", que reúne centenas de militares e milhares de espectadores. No entanto, este ano o desfile foi cancelado pela pandemia e substituído por um evento mais íntimo no castelo de Windsor, a cerca de 40 km de Londres, onde Elizabeth II e seu esposo, o príncipe Philip, estão confinados desde março.",1,1,true_positive,MB3,pt,desfile militar,ADJ-NOUN
35103,"The business is currently in the middle of a full remodel. The changes will include new landscaping, signs, lights, a metal bow tie that will wrap around the front of the building and the creation of a new front lobby layout to change the flow of customers. While the inside of the store is under construction, the doughnut machine has been removed and they will be receiving fresh doughnuts daily from another location.",1,1,true_positive,MB3,en,bow tie,VERB-NOUN
86663,"But the dead cat must have confused his head all the same, for when he came to the village he went on past his father's house and all the others too, out a long way on the dike towards the south, where the town lies. In the meantime Trien' Jans too wandered out in the same direction; she carried a burden in her arms wrapped in an old blue-checked pillow slip, holding it carefully as if it had been a child; and her gray hair blew about in the gentle spring breeze. ""What are you carrying there, Trina?"" asked a peasant who met her.",1,1,true_positive,MB3,en,pillow slip,NOUN-VERB
15294,"Thanks for a great interview with Ian. I love Private Eye, the only publication I’ve ever subscribed to. It continues to do a great job and it’s heartening to see it doing so well.",1,1,true_positive,MB3,en,,
91482,"Even though other travel guides exist for Colombia and South America, this is the very first one that focuses specifically on adventure motorcycle travel. The book was written to meet the demand for a quality motorcycle travel guide created by Colombias recent tourist boom. Colombia has become a tourist hotspot with over 4.5 million visitors in 2019 due to the signing of a peace agreement with guerrilla groups.",1,1,true_positive,MB3,en,travel guide,NOUN-NOUN
78235,"To scrutinize the detailed market segmentation and forecast the market size, in terms of value, on the basis of region by segmenting the Global Paleo Food Market into five regions, namely, North America, South America, Europe, Asia Pacific and MEA. To identify tailwinds and headwinds for the Global Paleo Food Market. To examine competitive developments such as expansions, new product launches, supply contracts, and mergers & acquisitions in the Global Paleo Food Market.",1,1,true_positive,MB3,en,,
34916,"In fact, Iran has been repeatedly exposed to SDSs due to its presence in the arid and semi-arid parts of the world; consumption, changing the pattern of cultivation, and climate change have increased the negative effects of this phenomenon. A sandstorm or dust storm is a meteorological phenomenon usually caused by strong and turbulent winds blowing over loose soil or sand and sweeping up large quantities of sand or dust particles from the ground, clouding the air and reducing visibility drastically. 10-year plan being developed to counter SDS hotspots   * sand and dust storm   * sand and dust storms (SDSs)   * combatting sand and dust storms   * tackle sand and dust storms   * dust hotspots in Iran",1,1,true_positive,MB3,en,dust storm,NOUN-NOUN
95917,"You’ll be able to shop for timeless pieces including apparel, accessories, and shoes to give your wardrobe that professional boost to bring in the new year on any budget. Snatch up some Banana Republic men's pants or a few Banana Republic business casual essentials at a great value. Make sure you visit them before anywhere else, because with discounts like 50% off regular priced items with free shipping, your style will finally get the upgrade it deserves.",1,1,true_positive,MB3,en,,
91511,"Students should be prepared to show their badge upon entering any Stanford location, including Stanford Libraries and dining halls. Health Check is available on the university’s official mobile app. The badge color is either green or red.",1,1,true_positive,MB3,en,,
38390,"These benchmarks illustrate the profitability, solvency, and efficiency of nonprofit organizations in a comprehensive picture. The Nonprofit Health Check and corresponding Guidebook offers value to multiple parties involved in the nonprofit community. The most immediate impact is recognized in the experience provided to the students in Flyer Consulting.",1,1,true_positive,MB3,en,,
10061,"No state had three stars prior to this week. Utah's five national parks, including Zion National Park, which is pictured here, is one of the reasons for Utah's three-star review in the Michelin Travel guide (Photo: Asif Islam, Shutterstock) Vicki Varela, managing director of the Utah Office of Tourism and Film, described the travel guide as one of the best in the world that people “use like a Bible” for traveling because of their thoroughness and trustworthiness.",1,1,true_positive,MB3,en,travel guide,NOUN-NOUN
36341,"The festival weekend is all about riding bikes on one of the UK's top trail destinations Grant Norris of Chain Reaction Cycles said: “It’s a fantastic opportunity for us to partner with TweedLove this year, which is set to be a superb celebration of cycling. There’s so much to get involved with throughout the weekend in such an incredible setting and Chain Reaction Cycles are excited to be there and revel in the joy that two wheels bring!”",1,1,true_positive,MB3,en,,
35279,"Too cute for words: She began dating Mauricio Umansky in 1994, tying the knot two years later in 1996. And on Wednesday, Kyle Richards shared adorable throwback snaps of her and Mauricio when they were dating as well as from the day they tied the knot - in honor of their 25th wedding anniversary In the first slideshow, Kyle shared various snaps of the lovebirds on their wedding day - January 20, 1996.",1,1,true_positive,MB3,en,wedding anniversary,NOUN-NOUN
90196,"The captain then takes the traumatized and untrusting girl to a nearby checkpoint, where Union officials instruct him to return Johanna to the farmstead of her surviving aunt and uncle in Castroville, near San Antonio. Along the 400-mile trek from Wichita Falls, the improbable duo flee from a blinding dust storm, two gun-toting––and shooting––renegades who wanted to purchase Johanna for fifty dollars, and a civil uprising caused by Kidd's narration of a newspaper article about a killer coal mine that collapsed due to unsafe conditions. Johanna is played by 12-year-old Helena Zengel, who may be the most-gifted German actress discovered since Hollywood found Marlene Dietrich nearly a hundred years ago.",1,1,true_positive,MB3,en,dust storm,NOUN-NOUN
29489,"Deaths also overtook births for the first time, pushing the island's overall population down 0.2 per cent to 23.56 million, the interior ministry said. Taiwan's birth rate has been falling continuously since 2000, a period where wages have remained stubbornly stagnant. Demographers say Taiwanese women are increasingly getting married at an older age, opting for smaller families or choosing to stay single.",1,1,true_positive,MB3,en,birth rate,NOUN-NOUN
6834,"As a teenager, Gabby moved across the country to live with her gymnastics coach and family. Cotton Candy recalled having missed out on many milestones of growing up, including her high school prom. In the first clues video for Cotton Candy, we saw a box of cereal (Gabby was pictured on the front of a Kellogg’s box following her 2012 wins), an English breakfast (that could refer to the scene of her triumph) and a cupcake decorated with false eyelashes and lipstick (Gabby has a line of cosmetics with a company called Beauty Bakerie).",1,1,true_positive,MB3,en,,
76325,"Homelite 26 LCS Starting Instructions    * How to Adjust a Chain Saw Carburetor with a Tachometer    * Tuning a Poulan Pro Chain Saw A McCulloch Eager Beaver chainsaw comes from the factory with its carburetor pre-adjusted for optimal performance, but the carburetor tends to fall out of adjustment during normal use -- and this affects the saw's performance. The manufacturer recommends taking the saw to a service professional for carburetor adjustment, because a poor adjustment can damage the engine and void the warranty.",1,1,true_positive,MB3,en,,
49774,"Noel Record, 93, and his wife Virginia Record, 91, went through UC Health’s drive-through vaccination site on Tuesday. The Northern Kentucky couple spent the first part of their 73rd wedding anniversary getting the initial dose of the COVID-19 vaccine. Noel says the vaccine is a step towards returning to normalcy and gets him and his wife closer to getting back to square dancing.",1,1,true_positive,MB3,en,wedding anniversary,NOUN-NOUN
58128,"Previously, Swain served as vice president of Internal Audit for Lululemon and was vice president of Corporate Finance for Adidas. Andolfatto was previously chief strategy officer at Totten Insurance Group and managing director at Premier Insurance Managers, a Canadian wholesale insurance company. Apollo's proprietary technology platform, the Apollo Exchange, transacts insurance business in real time, leverages extensive data and sophisticated algorithms to quote, collect payment, create and deliver policies.",1,1,true_positive,MB3,en,insurance company,NOUN-NOUN
12070,"The ominous tone of the most recent attacks leaves no doubt that if the Soviet Union invades, it shall cite the aid of the AFL-CIO as evidence of outside anti-Socialist intervention aimed at overthrowing the Polish state. All this is by way of introducing the AFL–CIO's position on economic aid to Poland. In formulating this position, our first concern was to consult our friends in Solidarity. We did consult with them and their views are reflected in the statement unanimously adopted by the AFL–CIO Executive Council. ",1,1,true_positive,MB3,en,economic aid,ADJ-NOUN
38354,"Mental disorders during pregnancy or the year following childbirth – which together are known as “perinatal” mental disorders – affect around one in five women. In fact, those mental disorders that don’t involve symptoms of psychosis are one of the most common of all possible complications of childbearing. The most common mental disorder childbearing women experience is depression, often with anxiety.",1,1,true_positive,MB3,en,mental disorder,ADJ-NOUN
9429,"Massive dust storm sweeps towards Niger's capital city Raw video: Huge dust storm caught on camera rolling through Niamey, the capital city of Niger. According to the National Weather Service (NWS), dust storms and haboobs can occur anywhere in the U.S. but are most common in the Southwest.",1,1,true_positive,MB3,en,dust storm,NOUN-NOUN
59709,"As investigações da Polícia Civil e Ministério Público sobre as causas do sinistro apontaram que, ao realizar a manutenção da iluminação na parada de ônibus, um eletricista deixou o fio condutor prensado ao reator de pelo menos uma das pétalas que compõem a luminária instalada no local. Em razão disso, o plástico de isolamento que revestia o fio condutor de eletricidade esquentou e derreteu, causando um curto-circuito, que, em contato com a estrutura de metal da pétala, dissipou a tensão, causando a energização de todo o poste e da parada de ônibus. Em homenagem à vítima, o local foi denominado de “Estação do Vavá”.",1,1,true_positive,MB3,pt,fio condutor,NOUN-ADJ
31735,"Searching for Fiat Panda parts at a discounted price? Looking to find and buy Fiat Panda car parts, Fiat Panda spares, car panels, car doors, replacement parts, alloy wheels, a reconditioned car engine or even a replcement gearbox? CarSite.co.uk can almost certainly help you.",1,1,true_positive,MB3,en,,
64056,"A maior parte das pessoas que foi à sede da polícia de Brooklyn Center foi dispersada. Um representante da polícia disse em um alto-falante às 21h30 que a manifestação era ilegal e deu ao grupo 10 minutos para se dispersar. Cinco minutos depois, eles receberam outro aviso para sair antes que um barulho muito alto dispersasse parte da multidão, mas uma parte permaneceu.",1,1,true_positive,MB3,pt,alto-falante,ADV
63564,"The Minnesota Department of Health (MDH) reported 914 new COVID-19 cases, along with 10 new deaths. MDH's COVID-19 case definition includes both antigen testing and polymerase chain reaction (PCR) testing. Positive PCR test results are considered confirmed cases, while positive antigen test results are considered probable cases.",1,1,true_positive,MB3,en,chain reaction,NOUN-NOUN
36659,"John, Aloy, Annie, Gerard and Katrina Mactal For their 25th wedding anniversary, they planned to renew their vows — where else but in the Basilica de Guadalupe where it all started. Everything was prepared — from the wedding event at the church, to the reception, to accommodations for their family and friends coming from the U.S., Canada and Manila.",1,1,true_positive,MB3,en,wedding anniversary,NOUN-NOUN
61010,"They also have four great-grandchildren: Jules and Michaela Robertson, both of Gilford, N.H.; Dilara Robertson of Placerville, Calif.; and Jack Yancey of Cameron Park, Calif. The celebration of their 70th wedding anniversary has been postponed due to COVID-19 until everyone can safely enjoy it. The Robertsons welcome drive-by shutouts from their friends, family and neighbors on their special day.",1,1,true_positive,MB3,en,wedding anniversary,NOUN-NOUN
18027,"Síria vive clima de tensão após ataque liderado por EUA Um alarme falso levou a defesa aérea da Síria a disparar mísseis na madrugada desta terça-feira (17), mas não houve nenhum novo ataque ao país, informaram a mídia estatal e um comandante militar. A televisão estatal síria noticiou de madrugada que defesas antiaéreas abateram mísseis lançados contra uma base aérea da região de Homs, e uma unidade de mídia do grupo libanês Hezbollah disse que mísseis também visaram uma base aérea próxima de Damasco.",1,1,true_positive,MB3,pt,alarme falso,NOUN-ADJ
74707,"Flower Child's Sandy Springs Location Opening October 17 Flower Child, the colorful and health-minded eatery serving seasonally driven, nourishing and soul-satisfying fare, will open its Sandy Springs location on Wednesday, October 17. Flower Child to Open 2nd Georgia Location in Sandy Springs",1,1,true_positive,MB3,en,,
7994,"An affiliate of Woodfield Development bought the site at 303 Banyan Boulevard for $8.9 million. Woodfield landed the loan from Northwestern Mutual Life Insurance Company, according to records. Documents filed with the county show that KAST Construction of West Palm Beach is constructing the tower, which will include 223 apartments, 3,000 square feet of retail and 324 parking spaces.",1,1,true_positive,MB3,en,,
78322,"The positive vibes will be like never before.” Chain Reaction Cycles TweedLove Bike Festival will be held in Peebles, Scottish Borders on 17-19 September 2021. Chain Reaction Cycles Gritopia is on Saturday 12 June, and Cycle Law Scotland Skinny Tweed presented by Chain Reaction Cycles is on Sunday 13 June, both also starting and finishing in Peebles.",1,1,true_positive,MB3,en,,
68594,"Guy Carpenter & Company, LLC is advising ProSight with respect to the reinsurance transaction. Founded in 2009 and headquartered in Morristown, New Jersey, ProSight Global, Inc. is an innovative property and casualty insurance company that designs unique insurance solutions to help customers improve their business and realize value from their insurance purchasing decision. The company focuses on select niche industries, deploying differentiated underwriting and claims expertise with the goal of enhancing each customer's operating performance.",1,1,true_positive,MB3,en,insurance company,NOUN-NOUN
23121,"O facto é que a lealdade das chefias militares ao regime salazarista saiu chamuscada da crise de 1958. O Chefe do Estado Maior da Força Aérea, general Albuquerque de Freitas, no memorando de Fevereiro de 1961, que marcou o verdadeiro arranque da dinâmica da Abrilada como movimento aberto de contestação militar a aspetos centrais do regime, referiu expressamente que “existe, largamente generalizado em Portugal, o sentimento de que o regime político nacional se mantém só porque as forças militares o apoiam”. E afirmou ainda que, com a mudança que se seguiu da Constituição de 1933 para tornar indireta a eleição do Presidente da República, se deu “mais um argumento para se atribuir exclusivamente à força das baionetas a sobrevivência do regime atual”.",1,1,true_positive,MB3,pt,regime político,NOUN-ADJ
31539,"Youth does not bother about its complexion.  By morning most of it is on the pillow slip, and soap and water will clean up the rest. The theatrical effects are all carefully packed away, to do duty for another season.",1,1,true_positive,MB3,en,pillow slip,NOUN-VERB
77404,"A recent Harvard study found long-term exposure to fine particles of pollution in the air, may be linked to higher rates of hospitalisation and death due to COVID-19. The technical name for the dust storm is the Saharan Air Layer (SAL). The SAL forms over the Sahara Desert and moves across the North Atlantic every three to five days from late spring to early fall, peaking in late June to mid-August, according to the National Oceanic and Atmospheric Administration.",1,1,true_positive,MB3,en,dust storm,NOUN-NOUN
